-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.0022,47.458,1597.4,47.458,-3.0022,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067
-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.0022,47.458,1597.4,47.458,-3.0022,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067
-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.0022,47.458,1597.4,47.458,-3.0022,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067
-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.0022,47.458,1597.4,47.458,-3.0022,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067
-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.0022,47.458,1597.4,47.458,-3.0022,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067
-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.0022,47.458,1597.4,47.458,-3.0022,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067
-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.0022,47.458,1597.4,47.458,-3.0022,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067
-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.0022,47.458,1597.4,47.458,-3.0022,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067
-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.0022,47.458,1597.4,47.458,-3.0022,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067
-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.0022,47.458,1597.4,47.458,-3.0022,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067
-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.0022,47.458,1597.4,47.458,-3.0022,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067
-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.0022,47.458,1597.4,47.458,-3.0022,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067
-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.0022,47.458,1597.4,47.458,-3.0022,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067
-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.0022,47.458,1597.4,47.458,-3.0022,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067
-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.0022,47.458,1597.4,47.458,-3.0022,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067
-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.0022,47.458,1597.4,47.458,-3.0022,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067
-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.0022,47.458,1597.4,47.458,-3.0022,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067
-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.0022,47.458,1597.4,47.458,-3.0022,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067
-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.0022,47.458,1597.4,47.458,-3.0022,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067
-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.0022,47.458,1597.4,47.458,-3.0022,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067
-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.0022,47.458,1597.4,47.458,-3.0022,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067
-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.0022,47.458,1597.4,47.458,-3.0022,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067
-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.0022,47.458,1597.4,47.458,-3.0022,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067
-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.0022,47.458,1597.4,47.458,-3.0022,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067
-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.0022,47.458,1597.4,47.458,-3.0022,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067
-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.0022,47.458,1597.4,47.458,-3.0022,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067
-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.0022,47.458,1597.4,47.458,-3.0022,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067
-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.0022,47.458,1597.4,47.458,-3.0022,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067
-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.0022,47.458,1597.4,47.458,-3.0022,-3.4067,-3.4067,-3.4067,-3.4067
-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.0022,47.458,1597.4,47.458,-3.0022,-3.4067,-3.4067,-3.4067
-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.0022,47.458,1597.4,47.458,-3.0022,-3.4067,-3.4067
-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.4067,-3.0022,47.458,1597.4,47.458,-3.0022,-3.4067
